epoch	train_loss	dev_loss	train_bleu	dev_bleu	learning_rate	seconds
1	3.678418856264116	3.466916470935973	15.607976070170556	17.33971359341473	5.718904200267317e-06	450.8202438354492
2	3.6287324699255534	3.4650564313393666	15.608157638786462	17.193145947171875	4.043875940965249e-06	470.43356800079346
3	3.614999930188108	3.4665616059165645	15.549225375089616	17.140367381309076	3.301810879494017e-06	484.46257424354553
